,course_id,semester,name,dept_id,department,credits,description,grading_method,gen_ed,core,sections,relationships.coreqs,relationships.prereqs,relationships.formerly,relationships.restrictions,relationships.additional_info,relationships.also_offered_as,relationships.credit_granted_for
2025,ENGL469M,202308,"The Craft of Literature: Creative Form and Theory; Navigating Epic, Sequential, and other Long-form Poetry",ENGL,English,3,Repeatable to 9 credits if content differs.,"['Regular', 'Pass-Fail', 'Audit']",[],[],['ENGL469M-0101'],,Two English courses in literature or creative writing and have completed a 200-level creative writing workshop in ENGL or permission of ARHU-English Department.,,,,,
2026,ENGL477,202308,BookLab,ENGL,English,3,"Historical, imaginative, and experiential introduction to different elements of books and bookmaking, including letterpress printing with traditional lead and wood (movable) type, different techniques for bindings, 3D printing, zines, making altered and treated books, and so on. Class-time will be a mix of discussion and hands-on activity. The course will culminate in each student designing and creating their own book object, which might take the form of an artist's book, chapbook, zine, an altered or treated book, or something else entirely. Taught with the resources and facilities available in the English department's BookLab.","['Regular', 'Pass-Fail', 'Audit']",[],[],['ENGL477-0101'],,Two English courses; or permission of ARHU-English department.,"ENGL428M, ENGL438P, ENGL479P.",,,,"ENGL428M, ENGL438P, ENGL479P, or ENGL477."
2027,ENGL478J,202308,Selected Topics in Literature before 1800; The Essay Form: The Art of Unfinished Thought,ENGL,English,3,,"['Regular', 'Pass-Fail', 'Audit']",[],[],['ENGL478J-0101'],,Two English courses in literature; or permission of ARHU-English department.,,,,,
2028,ENGL478N,202308,Selected Topics in Literature before 1800; Little Commonwealth: Domesticity and Dissent in Early Modern England,ENGL,English,3,,"['Regular', 'Pass-Fail', 'Audit']",[],[],['ENGL478N-0101'],,Two English courses in literature; or permission of ARHU- English department.,,,,,
2029,ENGL487,202308,Principles and Practices of Rhetoric,ENGL,English,3,"A seminar examining foundational concepts and approaches in the theory and practice of rhetoric in civic, professional, academic, and interpersonal settings; focusing on key issues in persuasion, argumentation, and eloquence in historical and contemporary contexts.","['Regular', 'Pass-Fail', 'Audit']",[],[],['ENGL487-0101'],,,,,,,
2030,ENGL495,202308,Independent Study in Honors,ENGL,English,1,Completion and presentation of the senior honors project.,"['Regular', 'Pass-Fail', 'Audit']",[],[],[],,ENGL373 and ENGL370.,,Must be in English Language and Literature program; and candidacy for honors in English.,,,
2031,ENGL497,202308,English at Work,ENGL,English,3,"Examines how English majors put their academic knowledge and skills to work in professional workplaces after graduation. Students learn strategies to research careers, and they shadow a person in a career of interest for a day. Students learn to compose different professional genres to write and speak about and for professional development and advancement, including inquiry letters, technical descriptions, professional portfolios, and elevator pitches. Students will critically examine the learning they have done in their undergraduate coursework and compose a vision for bringing that learning to life in their future work.","['Regular', 'Pass-Fail']",[],[],['ENGL497-0101'],,ENGL301; and an ENGL course at the 300-level or higher.,,Must have earned a minimum of 60 credits.,Restriction: Must be in English Language and Literature program; or must be in Secondary Educ: English Language Arts program.,,
2032,ENGL498,202308,Advanced Fiction Workshop,ENGL,English,3,,"['Regular', 'Pass-Fail']",[],[],"['ENGL498-0101', 'ENGL498-0201', 'ENGL498-0301']",,ENGL352 or ENGL396; or permission of department.,,,,,
2033,ENGL499,202308,Advanced Poetry Workshop,ENGL,English,3,,"['Regular', 'Pass-Fail']",[],[],['ENGL499-0101'],,ENGL397 or ENGL353; or permission of department.,,,,,
2034,ENGL601,202308,Introduction to Graduate Studies,ENGL,English,3,"An introduction to different elements of graduate work and an exploration of what it means to get a doctoral degree in English. Considers different career trajectories, in and outside of academia, as well as the future of higher education.","['Regular', 'Audit']",[],[],['ENGL601-0101'],,,,,For majors only.,,
2035,ENGL679,202308,Professional and Career Mentoring for Master's Students,ENGL,English,1,,['Sat-Fail'],[],[],[],,,,,,,
2036,ENGL688,202308,Poetry Workshop,ENGL,English,3,,"['Regular', 'Audit']",[],[],['ENGL688-0201'],,,,,,,
2037,ENGL689,202308,Fiction Workshop,ENGL,English,3,,"['Regular', 'Audit']",[],[],['ENGL689-0101'],,,,,,,
2038,ENGL699,202308,Independent Study,ENGL,English,1,,"['Regular', 'Audit']",[],[],[],,,,,,,
2039,ENGL708A,202308,Seminar in Rhetoric; Feminist Memory Studies,ENGL,English,3,,"['Regular', 'Audit']",[],[],['ENGL708A-0101'],,,,,,,
2040,ENGL729C,202308,Seminar in Eighteenth-Century Literature; Empire and Emotion in the Long Eighteenth Century,ENGL,English,3,,"['Regular', 'Audit']",[],[],['ENGL729C-0101'],,,,,,,
2041,ENGL749N,202308,Studies in Twentieth-Century Literature; Black Performance:  From Slavery to Hip Hop,ENGL,English,3,,"['Regular', 'Audit']",[],[],['ENGL749N-0101'],,,,,,,
2042,ENGL758B,202308,"Literary Criticism and Theory; Queer, Trans, and Feminist Theory",ENGL,English,3,,"['Regular', 'Audit']",[],[],['ENGL758B-0101'],,,,,,,
2043,ENGL758C,202308,Literary Criticism and Theory; Public Humanities,ENGL,English,3,,"['Regular', 'Audit']",[],[],['ENGL758C-0101'],,,,,,,
2044,ENGL798B,202308,Critical Theory Colloquium,ENGL,English,1,,"['Regular', 'Audit']",[],[],['ENGL798B-0101'],,,,,,,
2045,ENGL799,202308,Master's Thesis Research,ENGL,English,1,,['Sat-Fail'],[],[],[],,,,,,,
2046,ENGL809,202308,Academic Publishing Workshop,ENGL,English,1,,['Sat-Fail'],[],[],['ENGL809-0101'],,,,,,,
2047,ENGL878,202308,Pedagogical Mentoring for Doctoral Students,ENGL,English,1,,['Sat-Fail'],[],[],[],,,,,,,
2048,ENGL879,202308,Professional Mentoring for Doctoral Students,ENGL,English,1,,['Sat-Fail'],[],[],[],,,,,,,
2049,ENGL888,202308,Practicum in English Studies,ENGL,English,1,,['Sat-Fail'],[],[],['ENGL888-0112'],,,,,,,
2050,ENGL898,202308,Pre-Candidacy Research,ENGL,English,1,,['Regular'],[],[],[],,,,,,,
2051,ENGL899,202308,Doctoral Dissertation Research,ENGL,English,6,,['Sat-Fail'],[],[],[],,,,,,,
2052,ENMA150,202308,Materials of Civilization,ENMA,"Engineering, Materials",3,"The discovery of new materials has shaped history and built civilizations. The utilization, properties and production techniques of materials from the Bronze Age up through modern times and into the future will be traced. These materials are explained by considering their atomic structure, the binding forces between atoms and their arrangement, and how controlling the structure controls the materials properties.","['Regular', 'Pass-Fail', 'Audit']","[['DSNS', 'SCIS']]",['PS'],"['ENMA150-0102', 'ENMA150-0101']",,,,,,,
2053,ENMA180,202308,Materials Science and Engineering: The Field and the Future,ENMA,"Engineering, Materials",1,"Overview of the profession and the components of the Materials Science and Engineering program.  Students will become familiar with the departmental faculty, areas of specialization within MSE, professional society student chapter, research opportunities and other resources available to students.",['Regular'],[],[],['ENMA180-0101'],,,,Must be in a major in ENGR-A.,James Clark School of Engineering.,,
2054,ENMA300,202308,Introduction to Materials Engineering,ENMA,"Engineering, Materials",3,"Structure of materials, chemical composition, phase transformations, corrosion and mechanical properties of metals, ceramics, polymers and related materials. Materials selection in engineering applications.","['Regular', 'Pass-Fail', 'Audit']",[],[],"['ENMA300-0101', 'ENMA300-0201', 'ENMA300-0301']",MATH241.,ENES100; and permission of ENGR-Materials Science & Engineering department.,,Permission of ENGR-Mechanical Engineering department.,Recommended: PHYS261 and PHYS260.    Cross-listed with ENME382.,, ENMA300 or ENME382.
2055,ENMA312,202308,Experimental Methods in Materials Science,ENMA,"Engineering, Materials",3,Introduction to experimental methods in materials   characterization; synthesis of colloidal nanoparticles; X-ray diffraction and light scattering; optical microscopy; thermal conductivity and expansion; electrical measurements; heat capacity; computational materials design.,"['Regular', 'Pass-Fail', 'Audit']",[],[],"['ENMA312-0101', 'ENMA312-0102']",ENMA460.,ENMA300.,,Junior standing or higher.,,,
2056,ENMA362,202308,Mechanical Properties,ENMA,"Engineering, Materials",3,"Overview of Mechanical Behavior, Elastic Behavior, Dislocations, Plastic Deformation, Strengthening of Crystalline Materials, Composite Materials, High Temperature Deformation of Crystalline Materials, Permanent Deformation of Noncrystalline Materials, Tensile Fracture at Low Temperatures, Engineering Aspects of Fracture, High Temperature Fracture, Fatigue, and Experimental determination of Mechanical Properties including Hardness of Metals and Strength of Metals, Polymers, Ceramics and Composites.","['Regular', 'Pass-Fail', 'Audit']",[],[],"['ENMA362-0101', 'ENMA362-0102']",,ENMA300.,,Junior standing or higher; and permission of ENGR-Materials Science & Engineering department.,For ENMA majors only.,,
2057,ENMA411,202308,Materials for Energy II,ENMA,"Engineering, Materials",3,"Demonstrates the role of materials in solving one of the most critical socio-economic issues of our time, affordable and sustainable energy. Materials for Energy is a two-part course based on material functionality; however, they are independent and neither is a prerequisite for the other. Materials for Energy II will focus on electrical, optical, thermal, and mechanically functional materials for energy devices. Solar cells, solar fuel, solar thermal, energy efficient lighting, building energy, thermoelectric and wind energy will be covered.","['Regular', 'Pass-Fail', 'Audit']",[],[],['ENMA411-0101'],,Minimum grade of C- in ENMA300; and permission of ENGR-Materials Science & Engineering department.,ENMA489I.,,,,ENMA411 or ENMA489I.
2058,ENMA416,202308,"Lithium Battery Fundamentals, Safety, and Assembly",ENMA,"Engineering, Materials",3,"Focus on the real-world considerations that allow for safe battery implementation into actual products while providing the opportunity to assemble functional battery cells. Fundamental electrochemistry, kinetics, thermodynamics, and material properties and their impact on cell and battery pack design, performance, and safety for lithium chemistry batteries will be explored. The lab will include hands-on experimental and design projects centered on cell design, performance, and the causes and effects of thermal runaway in lithium batteries. Site visits to battery research centers and manufacturers are planned.","['Regular', 'Pass-Fail', 'Audit']",[],[],['ENMA416-0101'],,,,Permission of the department.,The lab component will be held on specific days at ARL laboratory. The lab time will average two hours a week to accommodate ARL laboratory schedule.,,
2059,ENMA422,202308,Radiation Effects of Materials,ENMA,"Engineering, Materials",3,"Ionizing radiation, radiation dosimetry and sensors, radiation processing, radiation effects on: polymers, metals, semiconductors, liquids, and gases. Radiation in advanced manufacturing, radiation-physical technology.","['Regular', 'Pass-Fail', 'Audit']",[],[],['ENMA422-0101'],,ENMA300; and permission of ENGR-Materials Science & Engineering department.,ENMA489E.,,,,ENMA422 or ENMA489E.
2060,ENMA435,202308,Wide Bandgap Materials and Devices,ENMA,"Engineering, Materials",3,Presents the materials science of wide bandgap materials and analyzes the defects present in such materials from a device performance point of view.,"['Regular', 'Pass-Fail', 'Audit']",[],[],['ENMA435-0101'],ENMA460.,ENMA300 and ENMA465.,,Permission of ENGR-Materials Science & Engineering department.,Jointly offered with: ENMA635.,,ENMA435 or ENMA635.
2061,ENMA436,202308,Introduction to Quantum Materials and Devices,ENMA,"Engineering, Materials",3,"Quantum materials and devices are an emerging field in materials engineering and physics which offer new approaches to electronics and photonics. This course serves as an introduction to quantum materials and their applications in quantum technologies. It will teach concepts needed to understand the quantum mechanical properties of materials and connect their fundamental properties to quantum device applications. Topics will include low-dimensional materials, strongly correlated electron systems, topology in solids, and light-matter interactions","['Regular', 'Pass-Fail', 'Audit']",[],[],['ENMA436-0101'],,ENMA460 and ENMA461 .,,Permission of ENGR-Materials Science & Engineering department.,Jointly offered with: ENMA636.,,ENMA436 or ENMA636.
2062,ENMA437,202308,Machine Learning for Materials Science,ENMA,"Engineering, Materials",3,"Familiarizes students with basic as well as state of the art knowledge of machine learning and its applications to materials science and engineering. Covers the range of machine learning topics with applications including feature identification and extraction, determining predictive descriptors, uncertainty analysis, and identifying the most informative experiment to perform next. One focus of the class is to build the skills necessary for developing an autonomous materials research system, where machine learning controls experiment design, execution, and analysis in a closed-loop.","['Regular', 'Pass-Fail', 'Audit']",[],[],['ENMA437-0101'],,"MATH206, ENMA300, and MATH461.",ENMA489L.,Permission of ENGR-Materials Science & Engineering department.,Jointly offered with: ENMA637.,,"ENMA489L, ENMA437 or ENMA637."
2063,ENMA441,202308,Characterization of Materials,ENMA,"Engineering, Materials",3,"Techniques to characterize the properties of materials whose characteristic dimensions range from nanometers to macroscopic. These include conventional crystalline and noncrystalline materials, with a special attention to materials of current technological interest. The course will include recent results from the scientific literature.","['Regular', 'Pass-Fail', 'Audit']",[],[],['ENMA441-0101'],,ENMA300 and MATH206.,ENMA489T.,Permission of ENGR-Materials Science & Engineering department; and senior standing.,,,ENMA489T or ENMA441.
2064,ENMA460,202308,Introduction to Solid State Physics,ENMA,"Engineering, Materials",3,"Classes of materials; introduction to basic ideal and real materials' behavior including mechanical, electrical, thermal, magnetic and optical responses of materials; importance of microstructure in behavior. One application of each property will be discussed in detail.","['Regular', 'Pass-Fail', 'Audit']",[],[],['ENMA460-0101'],,"PHYS271, PHYS270, and MATH241.",,Junior standing or higher; and must be in the Engineering: Materials Science program or Physics program.,Materials Engineering students take ENMA460 and Physics students take PHYS431.   Cross-listed with: PHYS431.,,ENMA460 or PHYS431.
2065,ENMA464,202308,Environmental Effects on Engineering Materials,ENMA,"Engineering, Materials",3,"Introduction to the phenomena associated with the resistance of materials to damage under severe environmental conditions. Oxidation, corrosion, stress corrosion, corrosion fatigue and radiation damage are examined from the point of view of mechanism and influence on the properties of materials. Methods of corrosion protection and criteria for selection of materials for use in radiation environments.","['Regular', 'Pass-Fail', 'Audit']",[],[],['ENMA464-0101'],,ENMA300.,,,Or permission of ENGR-Materials Science & Engineering department; and permission of instructor.,,
2066,ENMA466,202308,Advanced Materials Fabrication Laboratory,ENMA,"Engineering, Materials",3,"This course allows students an opportunity to study advanced materials systems in depth through a combination of lectures and hands-on laboratory experiments. Students will be trained in materials processing and characterization techniques. Each student will fabricate materials and devices in our state-of-the-art nanofabrication clean room facility (Fablab), as well as evaluate them using a variety of characterization techniques.","['Regular', 'Pass-Fail', 'Audit']",[],[],"['ENMA466-0101', 'ENMA466-0103', 'ENMA466-0102']",,ENMA465; and permission of ENGR-Materials Science & Engineering department.,,,Lab and team project times to be arranged with students.,,
2067,ENMA471,202308,"Kinetics, Diffusion and Phase Transformations",ENMA,"Engineering, Materials",3,"Fundamentals of diffusion, the kinetics of reactions including nucleation and growth and phase transformations in materials.","['Regular', 'Pass-Fail', 'Audit']",[],[],['ENMA471-0101'],,Must have completed or be concurrently enrolled in ENMA461.,,Junior standing or higher; or permission of ENGR-Materials Science & Engineering department.,,,
2068,ENMA486,202308,Seminar in Materials Science and Engineering,ENMA,"Engineering, Materials",1,"Current research in materials science and engineering and related fields. The lectures are presented by scientists and engineers from academia, national laboratory, US government, etc., in the format of seminars.","['Regular', 'Pass-Fail', 'Audit']",[],[],['ENMA486-0101'],,,,Must be in Engineering: Materials Science program.,,,
2069,ENMA487,202308,Capstone Preparation,ENMA,"Engineering, Materials",1,"In preparation for the senior level design course, students will do background research and develop white papers from which teams will form around short listed design projects.  The projects should focus on a society, industry, military or technological based problem in Materials Science and Engineering leading to a design and strategy to address the problem in the following course, ENMA 490.  The course will include written and oral presentations of the white papers and team proposals.",['Regular'],[],[],['ENMA487-0101'],,,,Must be in Engineering: Materials Science program; and senior standing; and permission of ENGR-Materials Science & Engineering department.,,,
2070,ENMA489M,202308,Selected Topics in Engineering Materials; Topics in Microelectronics; Advanced Manufacturing Lab,ENMA,"Engineering, Materials",3,"An interdisciplinary course designed to provide students with an overview of key processes, technology, and manufacturing techniques involved in fabricating advanced devices and systems. Students will be exposed to state-of-the-art fabrication technologies including soft lithography, 3D printing, hybrid manufacturing, material functionalization, and systems integration. In addition to developing a theoretical understanding in the classroom, students will gain hands-on fabrication and characterization experience of systems that can interface with complex environments.",['Regular'],[],[],['ENMA489M-0101'],,ENEE313.,,,,,"ENEE419M, ENMA489M, or BIOE489J."
2071,ENMA495,202308,Polymeric Engineering Materials I,ENMA,"Engineering, Materials",3,"Study of polymeric engineering materials and the relationship to structural type. Elasticity, viscoelasticity, anelasticity and plasticity of single and multiphase materials. Emphasis is on polymetric materials.","['Regular', 'Audit']",[],[],['ENMA495-0101'],,ENMA300.,,Permission of ENGR-Materials Science & Engineering department.,,,
2072,ENMA499,202308,Senior Laboratory Project,ENMA,"Engineering, Materials",1,,"['Regular', 'Pass-Fail', 'Audit']",[],[],['ENMA499-0101'],,,,,,,
2073,ENMA635,202308,Wide Bandgap Materials and Devices,ENMA,"Engineering, Materials",3,Presents the materials science of wide bandgap materials and analyzes the defects present in such materials from a device performance point of view.,"['Regular', 'Audit']",[],[],['ENMA635-0101'],,,, Permission of ENGR-Materials Science & Engineering department.,Jointly offered with: ENMA435.,,ENMA435 or ENMA635.
2074,ENMA636,202308,Introduction to Quantum Materials and Devices,ENMA,"Engineering, Materials",3,"Quantum materials and devices are an emerging field in materials engineering and physics which offer new approaches to electronics and photonics. This course serves as an introduction to quantum materials and their applications in quantum technologies. It will teach concepts needed to understand the quantum mechanical properties of materials and connect their fundamental properties to quantum device applications. Topics will include low-dimensional materials, strongly correlated electron systems, topology in solids, and light-matter interactions.","['Regular', 'Audit']",[],[],['ENMA636-0101'],,ENMA650 and ENMA660 .,,Permission of ENGR-Materials Science & Engineering department.,Jointly offered with: ENMA436.,,ENMA436 or ENMA636.
2075,ENMA637,202308,Machine Learning for Materials Science,ENMA,"Engineering, Materials",3,"Familiarizes students with basic as well as state of the art knowledge of machine learning and its applications to materials science and engineering. Covers the range of machine learning topics with applications including feature identification and extraction, determining predictive descriptors, uncertainty analysis, and identifying the most informative experiment to perform next. One focus of the class is to build the skills necessary for developing an autonomous materials research system, where machine learning controls experiment design, execution, and analysis in a closed-loop.","['Regular', 'Audit']",[],[],['ENMA637-0101'],,MATH461.,,Permission of ENGR-Materials Science & Engineering department.,Recommended: Python knowledge.  Jointly offered with: ENMA437.,," ENMA437, ENMA489L, or ENMA637."
2076,ENMA641,202308,Nanotechnology Characterization,ENMA,"Engineering, Materials",3,"Techniques to characterize the properties of materials whose characteristic dimensions are a few to a few hundred nanometers, including conventional nanocrystalline materials, but concentrating on novel nanomaterials: carbon nanotubes, quantum dots, quantum wires, and quantum wells are covered. The emphasis is on recent results from the scientific literature concerning those properties that make nanostructures interesting: quantum effects, novel transport phenomena, enhanced mechanical properties associated with localization and with small crystallite size.","['Regular', 'Audit']",[],[],['ENMA641-0101'],,,ENMA698T.,Permission of ENGR-Materials Science & Engineering department.,,,ENMA698T or ENMA641.
2077,ENMA650,202308,Nanometer Structure of Materials,ENMA,"Engineering, Materials",3,"The basic concepts required for understanding nanostructured materials and their behavior will be covered. Topics covered include the structural aspects of crystalline and amorphous solids and relationships to bonding types, point and space groups. Summary of diffraction theory and practice. The reciprocal lattice. Relationships of the microscopically measured properties to crystal symmetry. Structural aspects of defects in crystalline solids.","['Regular', 'Audit']",[],[],['ENMA650-0101'],,ENMA460; or students who have taken courses with comparable content may contact the department.,,,And permission of ENGR-Materials Science & Engineering department.,,
2078,ENMA660,202308,Thermodynamics in Materials Science,ENMA,"Engineering, Materials",3,"Thermodynamics of engineering solids. Thermal, diffusional and mechanical interactions in macroscopic systems. Systems in thermal contact, systems in thermal and diffusive contact, systems in thermal and mechanical contact.","['Regular', 'Audit']",[],[],['ENMA660-0101'],ENMA650.,,,Permission of ENGR-Materials Science & Engineering department.,,,
2079,ENMA664,202308,Advanced Environmental Effects on Engineering Materials,ENMA,"Engineering, Materials",3,"Introduction to the phenomena associated with the resistance of materials to damage under severe environmental conditions. Oxidation, corrosion, stress corrosion, corrosion fatigue and radiation damage are examined from the point of view of mechanism and influence on the properties of materials. Methods of corrosion protection and criteria for selection of materials for use in radiation related environments.","['Regular', 'Audit']",[],[],['ENMA664-0101'],,,ENMA698K.,,,,ENMA664 or ENMA698K.
2080,ENMA680,202308,"Determination of Structure, Chemical Composition and Defects in Materials",ENMA,"Engineering, Materials",3,"Basic principles of electron microscopy theory, electron diffraction, and imaging theory. The electron beam sample interaction that gives rise to different signals is related to the structural and compositional information that is obtained from a sample using a TEM. The most common TEM techniques for structural characterization of a sample, namely, electron diffraction, bright/dark field imaging, and high resolution lattice imaging are discussed. Compositional information obtained from x-ray fluorescence and electron energy loss as well as the resolution of these techniques is also covered. A description of techniques used to study magnetic materials is also presented.","['Regular', 'Audit']",[],[],['ENMA680-0101'],,ENMA650.,,Permission of ENGR-Materials Science & Engineering department.,,,
2081,ENMA683,202308,Structural Determination Laboratory,ENMA,"Engineering, Materials",1,"The operation of an electron microscope is covered. TEM techniques that are used to characterize the structure, defects and composition of a sample are presented and used to study a variety of materials. These techniques are: electron diffraction patterns, bright/dark field imaging, high resolution lattic imaging and energy dispersive x-ray spectroscopy. Also covers different sample preparation techniques for TEM. The goal is that the students become independent users of the TEM.","['Regular', 'Audit']",[],[],"['ENMA683-0101', 'ENMA683-0201']",,,ENMA698L.,Permission of ENGR-Materials Science & Engineering department.,,,ENMA698L or ENMA683.
2082,ENMA688,202308,Seminar in Materials Science and Engineering,ENMA,"Engineering, Materials",1,,"['Regular', 'Audit']",[],[],['ENMA688-0101'],,,,,,,
2083,ENMA689R,202308,Special Topics in Engineering Materials; Fundamentals of Failure Mechanisms,ENMA,"Engineering, Materials",3,,"['Regular', 'Audit']",[],[],"['ENMA689R-0101', 'ENMA689R-ER01', 'ENMA689R-RE01']",,,,,,,
2084,ENMA698,202308,Special Problems in Materials Science and Engineering,ENMA,"Engineering, Materials",1,,"['Regular', 'Audit']",[],[],[],,,,,,,
2085,ENMA797,202308,Independent Study,ENMA,"Engineering, Materials",3,This course is designed to provide students with a directed independent study course in order to prepare the scholarly paper required for the master's degree without thesis degree option.,"['Regular', 'Audit']",[],[],['ENMA797-0101'],,,,,,,
2086,ENMA799,202308,Master's Thesis Research,ENMA,"Engineering, Materials",1,,['Sat-Fail'],[],[],[],,,,,,,
2087,ENMA898,202308,Pre-Candidacy Research,ENMA,"Engineering, Materials",1,,['Regular'],[],[],[],,,,,,,
2088,ENMA899,202308,Doctoral Dissertation Research,ENMA,"Engineering, Materials",6,,['Sat-Fail'],[],[],[],,,,,,,
2089,ENME201,202308,Careers in Mechanical Engineering,ENME,"Engineering, Mechanical",1,"The Mechanical Engineering Curriculum, Career Paths.  Research areas in the Mechanical Engineering Department.  The Mechanical Engineering Profession.",['Sat-Fail'],[],[],['ENME201-0101'],,,,,,,
2090,ENME202,202308,Computing Fundamentals for Engineers,ENME,"Engineering, Mechanical",3,"Introduction to computational tools for the solution of engineering problems. C++ & MATLAB programming including branching and loops, functions, file handling, arrays, and data structures. Students will be introduced to object-oriented programming, basic computing, algorithms, and principles of software engineering.","['Regular', 'Pass-Fail', 'Audit']",[],[],"['ENME202-0107', 'ENME202-0101', 'ENME202-0102', 'ENME202-0103', 'ENME202-0106']",Must be concurrently enrolled in MATH141.,,,Permission of ENGR-Mechanical Engineering department.,,,ENAE202 or ENME202.
2091,ENME208,202308,Introduction to Automotive Engineering and Design,ENME,"Engineering, Mechanical",2,,['Regular'],[],[],['ENME208-0101'],,,,,,,
2092,ENME272,202308,Introduction to Computer Aided Design,ENME,"Engineering, Mechanical",2,"Fundamentals of CAD, using solid modeling packages (Pro/E, SolidWorks, and Autodesk Inventor). Two and three dimensional drawing. Dimensioning and specifications. Introduction of CAD based analysis tools. Students will complete a design project.","['Regular', 'Pass-Fail', 'Audit']",[],[],"['ENME272-0101', 'ENME272-0201', 'ENME272-0301', 'ENME272-0501', 'ENME272-0401']",,Must have completed or be concurrently enrolled in MATH141.,,Permission of ENGR-Mechanical Engineering department.,,,ENME414 or ENME272.
2093,ENME331,202308,Fluid Mechanics,ENME,"Engineering, Mechanical",3,"Principles of fluid mechanics. Mass, momentum and energy conservation. Hydrostatics. Control volume analysis. Internal and external flow. Boundary layers. Modern measurement techniques. Computer analysis. Laboratory experiments.","['Regular', 'Pass-Fail', 'Audit']",[],[],"['ENME331-0101', 'ENME331-0102', 'ENME331-0105', 'ENME331-0106', 'ENME331-0103']",,ENES232 and ENES221.,,,,,"BIOE331, ENCE305, ENFP300, or ENME331."
2094,ENME332,202308,Transfer Processes,ENME,"Engineering, Mechanical",3,The principles of heat transfer. Conduction in solids. Convection. Radiation. Modern measurement techniques. Computer analysis.,"['Regular', 'Pass-Fail', 'Audit']",[],[],"['ENME332-0101', 'ENME332-0102', 'ENME332-0103', 'ENME332-0104']",,ENME331.,,,,,ENME332 or ENFP312.
2095,ENME350,202308,Electronics and Instrumentation I,ENME,"Engineering, Mechanical",3,"Modern instrumentation. Basic circuit design, standard microelectronic circuits. Digital data acquisition and control. Signal conditioning. Instrumentation interfacing. Designing and testing of analog circuits. Laboratory experiments.",['Regular'],[],[],"['ENME350-0101', 'ENME350-0102', 'ENME350-0103', 'ENME350-0104', 'ENME350-0105']",,PHYS271 and PHYS270.,,,,,
2096,ENME351,202308,Electronics and Instrumentation II,ENME,"Engineering, Mechanical",3,"Continuation of ENME 350. Modern instrumentation. Basic circuit design, standard microelectronic circuits. Digital data acquisition and control. Signal conditioning. Instrumentation interfacing. Designing and testing of analog circuits. Laboratory experiments.","['Regular', 'Pass-Fail', 'Audit']",[],[],"['ENME351-0101', 'ENME351-0102', 'ENME351-0103', 'ENME351-0104']",,"PHYS271, ENME350, and PHYS270.",,,,,
2097,ENME361,202308,"Vibration, Controls and Optimization I",ENME,"Engineering, Mechanical",3,"Fundamentals of vibration, controls and optimization. Analysis and design in time, Laplace and frequency domains. Mathematical description of system response, system stability, control and optimization. Optimal design of mechanical systems.","['Regular', 'Pass-Fail', 'Audit']",[],[],['ENME361-0101'],,"ENES220, ENES221, and MATH246; and (MATH206 or ENME202).",,Must be in Engineering: Mechanical program.,,,
2098,ENME371,202308,Product Engineering and Manufacturing,ENME,"Engineering, Mechanical",3,Business aspects of engineering product development. Relationship of design and manufacturing. Product specification. Statistical process control. Design team development. The development process.,"['Regular', 'Pass-Fail', 'Audit']",[],[],"['ENME371-0101', 'ENME371-0102', 'ENME371-0103', 'ENME371-0104', 'ENME371-0105']",,ENES221; and (ENME392 or STAT400).,,Must be in Engineering: Mechanical program.,,,
2099,ENME382,202308,Introduction to Materials Engineering,ENME,"Engineering, Mechanical",3,"Structure of materials, chemical composition, phase transformations, corrosion and mechanical properties of metals, ceramics, polymers and related materials. Materials selection in engineering applications.","['Regular', 'Pass-Fail', 'Audit']",[],[],"['ENME382-0101', 'ENME382-0301']",MATH241.,ENES100; and permission of ENGR-Mechanical Engineering department.,,Permission of ENGR-Mechanical Engineering department.,Recommended: PHYS261 and PHYS260.  Cross-listed with ENMA300.,,ENMA300 or ENME382.
2100,ENME392,202308,Statistical Methods for Product and Processes Development,ENME,"Engineering, Mechanical",3,"Integrated statistical methodology for the improvement of products and processes in terms of performance, quality and cost. Designed experimentation. Statistical process control. Software application. Laboratory activities.","['Regular', 'Pass-Fail', 'Audit']",[],[],"['ENME392-0101', 'ENME392-0201']",,MATH241.,,,Delivered via ITV.,,
2101,ENME400,202308,Machine Design,ENME,"Engineering, Mechanical",3,"Design of mechanical elements and planar machines. Failure theories. Design of pressure vessels, joints, rotating elements, and transmission elements. Kinematic structures, graphical, analytical, and numerical analysis and synthesis of linkages, gear trains, and flywheels are covered.","['Regular', 'Pass-Fail', 'Audit']",[],[],"['ENME400-0101', 'ENME400-0201']",,Must have completed or be concurrently enrolled in ENME361.,,Permission of ENGR-Mechanical Engineering department.,,,
2102,ENME408,202308,Selected Topics in Engineering Design; Automotive Design,ENME,"Engineering, Mechanical",3,"Or permission of ENGR-Mechanical Engineering department. Repeatable to 6 credits if content differs. Creativity and innovation in design. Generalized performance analysis, reliability and optimization as applied to the design of components an engineering systems. Use of computers in design of multivariable systems.","['Regular', 'Pass-Fail', 'Audit']",[],[],['ENME408-0101'],,,,Must be in Engineering: Mechanical program; and senior standing.,,,
